"No.","Time","Time delta from previous captured frame","Reception Port","Source","Destination","CycleCounter","TransferStatus","Protocol","Length","Info"
"9014","35.025784434","0.002052024","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","28672","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28672 (Valid,Primary,Ok,Run)"
"9019","35.039018710","0.007768020","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","28672","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28672 (Valid,Primary,Ok,Run)"
"9021","35.041785134","0.000510074","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","29184","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29184 (Valid,Primary,Ok,Run)"
"9026","35.057785834","0.003862694","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","29696","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29696 (Valid,Primary,Ok,Run)"
"9027","35.060592980","0.002807146","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","29184","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29184 (Valid,Primary,Ok,Run)"
"9029","35.067575730","0.006643270","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","29696","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29696 (Valid,Primary,Ok,Run)"
"9031","35.073786534","0.003967124","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","30208","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30208 (Valid,Primary,Ok,Run)"
"9033","35.080089250","0.003157120","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","30208","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30208 (Valid,Primary,Ok,Run)"
"9035","35.089787244","0.008440364","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","30720","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30720 (Valid,Primary,Ok,Run)"
"9037","35.097642010","0.004710220","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","30720","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30720 (Valid,Primary,Ok,Run)"
"9039","35.105787944","0.006875134","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","31232","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31232 (Valid,Primary,Ok,Run)"
"9041","35.112665550","0.003734090","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","31232","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31232 (Valid,Primary,Ok,Run)"
"9043","35.121788644","0.006870834","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","31744","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31744 (Valid,Primary,Ok,Run)"
"9046","35.133259700","0.000765000","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","31744","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31744 (Valid,Primary,Ok,Run)"
"9047","35.137789344","0.004529644","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","32256","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32256 (Valid,Primary,Ok,Run)"
"9049","35.144717900","0.003787110","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","32256","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32256 (Valid,Primary,Ok,Run)"
"9051","35.153790054","0.007317634","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","32768","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32768 (Valid,Primary,Ok,Run)"
"9055","35.162747790","0.000427326","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","32768","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32768 (Valid,Primary,Ok,Run)"
"9056","35.169790714","0.007042924","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","33280","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33280 (Valid,Primary,Ok,Run)"
"9058","35.176304310","0.003374190","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","33280","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33280 (Valid,Primary,Ok,Run)"
"9060","35.185791414","0.005696944","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","33792","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33792 (Valid,Primary,Ok,Run)"
"9062","35.194097640","0.005167860","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","33792","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33792 (Valid,Primary,Ok,Run)"
"9064","35.201792114","0.005708884","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","34304","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34304 (Valid,Primary,Ok,Run)"
"9066","35.207349100","0.002419660","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","34304","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34304 (Valid,Primary,Ok,Run)"
"9068","35.217792824","0.006679204","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","34816","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34816 (Valid,Primary,Ok,Run)"
"9070","35.224880740","0.003951630","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","34816","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34816 (Valid,Primary,Ok,Run)"
"9072","35.233793524","0.007654704","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","35328","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35328 (Valid,Primary,Ok,Run)"
"9074","35.239973960","0.003045190","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","35328","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35328 (Valid,Primary,Ok,Run)"
"9076","35.249794224","0.008617964","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","35840","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35840 (Valid,Primary,Ok,Run)"
"9078","35.254941570","0.002013130","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","35840","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35840 (Valid,Primary,Ok,Run)"
"9080","35.265794924","0.003051544","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","36352","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36352 (Valid,Primary,Ok,Run)"
"9082","35.271495090","0.002566990","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","36352","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36352 (Valid,Primary,Ok,Run)"
"9084","35.281795634","0.006515144","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","36864","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36864 (Valid,Primary,Ok,Run)"
"9086","35.287507780","0.002580010","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","36864","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36864 (Valid,Primary,Ok,Run)"
"9088","35.297796334","0.004006444","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","37376","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37376 (Valid,Primary,Ok,Run)"
"9090","35.306067620","0.005140190","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","37376","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37376 (Valid,Primary,Ok,Run)"
"9092","35.313797034","0.003938864","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","37888","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37888 (Valid,Primary,Ok,Run)"
"9094","35.327589170","0.010662080","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","37888","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37888 (Valid,Primary,Ok,Run)"
"9096","35.329797774","0.000944734","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","38400","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38400 (Valid,Primary,Ok,Run)"
"9099","35.340144130","0.001270960","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","38400","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38400 (Valid,Primary,Ok,Run)"
"9100","35.345798444","0.005654314","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","38912","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38912 (Valid,Primary,Ok,Run)"
"9102","35.352659650","0.003733230","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","38912","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38912 (Valid,Primary,Ok,Run)"
"9104","35.361799144","0.006893454","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","39424","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39424 (Valid,Primary,Ok,Run)"
"9107","35.372729220","0.001299320","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","39424","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39424 (Valid,Primary,Ok,Run)"
"9108","35.377799844","0.005070624","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","39936","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39936 (Valid,Primary,Ok,Run)"
"9110","35.383705720","0.002779970","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","39936","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39936 (Valid,Primary,Ok,Run)"
"9112","35.393800544","0.004798144","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","40448","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40448 (Valid,Primary,Ok,Run)"
"9114","35.398736140","0.001810720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","40448","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40448 (Valid,Primary,Ok,Run)"
"9116","35.409801254","0.004749624","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","40960","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40960 (Valid,Primary,Ok,Run)"
"9118","35.419778870","0.006853790","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","40960","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40960 (Valid,Primary,Ok,Run)"
"9120","35.425801954","0.004262904","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","41472","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41472 (Valid,Primary,Ok,Run)"
"9122","35.432294950","0.003370210","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","41472","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41472 (Valid,Primary,Ok,Run)"
"9124","35.441802654","0.008245074","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","41984","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41984 (Valid,Primary,Ok,Run)"
"9126","35.447332240","0.002407830","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","41984","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41984 (Valid,Primary,Ok,Run)"
"9128","35.457803354","0.005174024","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","42496","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:42496 (Valid,Primary,Ok,Run)"
"9130","35.463868400","0.002944330","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","42496","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:42496 (Valid,Primary,Ok,Run)"
"9132","35.473804064","0.005169264","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","43008","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43008 (Valid,Primary,Ok,Run)"
"9135","35.489804764","0.004511824","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","43520","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43520 (Valid,Primary,Ok,Run)"
"9138","35.505805464","0.004584644","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","44032","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44032 (Valid,Primary,Ok,Run)"
"9140","35.510462910","0.001539840","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","43008","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43008 (Valid,Primary,Ok,Run)"
"9142","35.518083360","0.001847420","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","43520","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43520 (Valid,Primary,Ok,Run)"
"9143","35.521806164","0.003722804","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","44544","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44544 (Valid,Primary,Ok,Run)"
"9145","35.529020100","0.004097370","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","44032","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44032 (Valid,Primary,Ok,Run)"
"9147","35.535526510","0.004236250","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","44544","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44544 (Valid,Primary,Ok,Run)"
"9148","35.537806874","0.002280364","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","45056","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45056 (Valid,Primary,Ok,Run)"
"9150","35.543527450","0.002605060","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","45056","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45056 (Valid,Primary,Ok,Run)"
"9152","35.553807574","0.004966264","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","45568","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45568 (Valid,Primary,Ok,Run)"
"9154","35.560063690","0.003141630","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","45568","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45568 (Valid,Primary,Ok,Run)"
"9156","35.569808274","0.008507784","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","46080","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:46080 (Valid,Primary,Ok,Run)"
"9158","35.579116900","0.006195180","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","46080","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:46080 (Valid,Primary,Ok,Run)"
"9160","35.585808974","0.005952664","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","46592","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:46592 (Valid,Primary,Ok,Run)"
"9162","35.591126320","0.002204930","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","46592","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:46592 (Valid,Primary,Ok,Run)"
"9164","35.601809684","0.005387884","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","47104","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:47104 (Valid,Primary,Ok,Run)"
"9166","35.610164970","0.005243920","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","47104","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:47104 (Valid,Primary,Ok,Run)"
"9168","35.617810384","0.006385304","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","47616","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:47616 (Valid,Primary,Ok,Run)"
"9170","35.623683490","0.002762770","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","47616","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:47616 (Valid,Primary,Ok,Run)"
"9172","35.633811084","0.008855974","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","48128","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:48128 (Valid,Primary,Ok,Run)"
"9179","35.642774870","0.001288910","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","48128","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:48128 (Valid,Primary,Ok,Run)"
"9181","35.649811784","0.002497944","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","48640","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:48640 (Valid,Primary,Ok,Run)"
"9187","35.665812494","0.006626824","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","49152","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:49152 (Valid,Primary,Ok,Run)"
"9190","35.676844970","0.004265130","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","48640","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:48640 (Valid,Primary,Ok,Run)"
"9192","35.681813194","0.002723434","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","49664","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:49664 (Valid,Primary,Ok,Run)"
"9193","35.683838840","0.002025646","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","49152","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:49152 (Valid,Primary,Ok,Run)"
"9196","35.697335600","0.007257430","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","49664","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:49664 (Valid,Primary,Ok,Run)"
"9197","35.697813894","0.000478294","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","50176","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:50176 (Valid,Primary,Ok,Run)"
"9200","35.706905170","0.001762200","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","50176","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:50176 (Valid,Primary,Ok,Run)"
"9201","35.713814594","0.006909424","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","50688","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:50688 (Valid,Primary,Ok,Run)"
"9203","35.719885750","0.002967050","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","50688","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:50688 (Valid,Primary,Ok,Run)"
"9205","35.729815304","0.008666854","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","51200","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:51200 (Valid,Primary,Ok,Run)"
"9207","35.734914170","0.001995800","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","51200","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:51200 (Valid,Primary,Ok,Run)"
"9209","35.745816004","0.007131294","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","51712","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:51712 (Valid,Primary,Ok,Run)"
"9211","35.751461200","0.002543170","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","51712","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:51712 (Valid,Primary,Ok,Run)"
"9213","35.761816704","0.006560254","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","52224","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:52224 (Valid,Primary,Ok,Run)"
"9215","35.769007390","0.004089700","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","52224","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:52224 (Valid,Primary,Ok,Run)"
"9217","35.777817404","0.006556204","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","52736","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:52736 (Valid,Primary,Ok,Run)"
"9219","35.786541910","0.005624550","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","52736","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:52736 (Valid,Primary,Ok,Run)"
"9221","35.793818114","0.004013744","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","53248","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:53248 (Valid,Primary,Ok,Run)"
"9223","35.801053030","0.004136010","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","53248","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:53248 (Valid,Primary,Ok,Run)"
"9225","35.809818814","0.007506134","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","53760","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:53760 (Valid,Primary,Ok,Run)"
"9228","35.817874710","0.000530760","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","53760","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:53760 (Valid,Primary,Ok,Run)"
"9229","35.825819514","0.007944804","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","54272","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:54272 (Valid,Primary,Ok,Run)"
"9231","35.830138220","0.001221870","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","54272","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:54272 (Valid,Primary,Ok,Run)"
"9233","35.841820214","0.006944814","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","54784","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:54784 (Valid,Primary,Ok,Run)"
"9235","35.847645060","0.002729050","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","54784","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:54784 (Valid,Primary,Ok,Run)"
"9237","35.857820924","0.004343314","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","55296","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:55296 (Valid,Primary,Ok,Run)"
"9239","35.865183170","0.004267490","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","55296","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:55296 (Valid,Primary,Ok,Run)"
"9241","35.873821624","0.007378244","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","55808","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:55808 (Valid,Primary,Ok,Run)"
"9244","35.882762160","0.001287820","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","55808","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:55808 (Valid,Primary,Ok,Run)"
"9245","35.889822324","0.007060164","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","56320","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56320 (Valid,Primary,Ok,Run)"
"9247","35.893765070","0.000850060","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","56320","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56320 (Valid,Primary,Ok,Run)"
"9249","35.905823024","0.003456794","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","56832","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56832 (Valid,Primary,Ok,Run)"
"9251","35.916415370","0.007500700","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","56832","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56832 (Valid,Primary,Ok,Run)"
"9253","35.921823734","0.005278174","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","57344","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57344 (Valid,Primary,Ok,Run)"
"9256","35.931343790","0.001270840","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","57344","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57344 (Valid,Primary,Ok,Run)"
"9257","35.937824434","0.006480644","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","57856","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57856 (Valid,Primary,Ok,Run)"
"9259","35.945434010","0.004520010","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","57856","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57856 (Valid,Primary,Ok,Run)"
"9261","35.953825134","0.007216054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","58368","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58368 (Valid,Primary,Ok,Run)"
"9263","35.959935600","0.003021940","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","58368","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58368 (Valid,Primary,Ok,Run)"
"9265","35.969825834","0.008689494","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","58880","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58880 (Valid,Primary,Ok,Run)"
"9267","35.974903220","0.001989890","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","58880","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58880 (Valid,Primary,Ok,Run)"
"9269","35.985826544","0.003151084","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"9271","35.991448810","0.002535820","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"9273","36.001827244","0.006592914","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"9276","36.013975760","0.001231980","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"9277","36.017827944","0.003852184","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"9279","36.026523040","0.005610720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"9281","36.033828644","0.004034064","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"9283","36.041040240","0.004128260","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"9285","36.049829354","0.007024774","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
"9288","36.059089570","0.001775170","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
"9289","36.065830054","0.006740484","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","61952","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61952 (Valid,Primary,Ok,Run)"
"9291","36.072621290","0.003709980","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","61952","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61952 (Valid,Primary,Ok,Run)"
"9293","36.081830754","0.006960974","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","62464","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62464 (Valid,Primary,Ok,Run)"
